id,start_time,end_time,accuracy,train_loss,test_loss
40a2c817-c57e-4aff-b34b-4b2b0fb505ae,2021-10-19 12:10:14.630842,2021-10-19 12:16:35.669763,91.27,0.1780982518196106,40.213274132460356
6d32d57f-794c-4156-92a0-d18735e86501,2021-10-19 12:10:17.672865,2021-10-19 12:16:43.322664,90.85,0.1683820889890194,40.57082226872444
c13d4241-4d7d-4fa4-bba8-4bda84b4f9f3,2021-10-19 12:16:40.649985,2021-10-19 12:23:11.343891,91.16,0.16569271683692932,40.51340700685978
e9d4dfd6-617c-4ce1-b5ef-14ba89c13913,2021-10-19 12:10:24.616735,2021-10-19 12:17:15.715527,90.49,0.18873905651271344,43.680389277637005
f2b352d3-e780-4923-94a1-c0735be318b7,2021-10-19 12:17:20.960936,2021-10-19 12:23:59.112834,90.28,0.14994113460183145,44.283061154186726
f4ff0f9c-04ad-4b2c-827d-a35bf1c1f238,2021-10-19 12:16:51.271799,2021-10-19 12:23:17.743794,90.9,0.16376549027860166,41.26828100159764
