,id,arrival_time,network,data_parallelism,cores,memory,batch_size,epochs,learn_rate,learn_decay,start_time,end_time,accuracy,train_loss,test_loss,service_time,queue_time,response_time
0,4cc4b939-ee70-4209-a456-52ec9e64f8b2,2021-10-20 15:22:25.299884,FashionMNISTCNN,1,3000m,3Gi,64.0,15.0,0.01,0.0002,2021-10-20 15:22:35.498524,2021-10-20 15:32:43.265030,90.76,0.1330618102103472,45.10811669006944,607.766506,10.19864,617.965146
1,1020628f-938f-42d2-b2ff-a911a72f97b1,2021-10-20 15:23:38.773645,FashionMNISTCNN,1,3000m,3Gi,64.0,10.0,0.01,0.0002,2021-10-20 15:23:53.812695,2021-10-20 15:30:58.329877,90.23,0.1626741610467434,44.54301209747791,424.517182,15.03905,439.556232
2,f0a25d15-19e9-4fbb-ab98-dc7bbff3a920,2021-10-20 15:23:38.416964,FashionMNISTCNN,1,3000m,3Gi,64.0,15.0,0.01,0.0002,2021-10-20 15:23:48.749247,2021-10-20 15:34:15.826629,90.7,0.135978742390871,46.375646490603685,627.077382,10.332283,637.409665
3,efb83a24-4286-4e15-a94b-e090b932b1f1,2021-10-20 15:23:31.287589,FashionMNISTCNN,1,3000m,3Gi,128.0,10.0,0.01,0.0002,2021-10-20 15:23:44.035108,2021-10-20 15:30:20.518174,90.59,0.1688760463893413,20.98051309585572,396.483066,12.747519,409.230585
4,2d41d594-4c80-46f6-9209-ce41e23848b6,2021-10-20 15:22:35.122126,FashionMNISTCNN,1,3000m,3Gi,128.0,15.0,0.01,0.0002,2021-10-20 15:22:47.445991,2021-10-20 15:32:42.283793,90.33,0.1385086737573146,24.71455031633377,594.837802,12.323865,607.161667
5,3840b807-eae3-419e-b96c-eccba8146166,2021-10-20 15:22:54.744540,FashionMNISTCNN,1,3000m,3Gi,64.0,10.0,0.01,0.0002,2021-10-20 15:23:17.859060,2021-10-20 15:30:21.450208,90.88,0.1576465604454279,41.33248746395111,423.591148,23.11452,446.705668
6,7d42571a-ab36-4b10-b355-91b8fd66f781,2021-10-20 15:22:38.814704,FashionMNISTCNN,1,3000m,3Gi,64.0,15.0,0.01,0.0002,2021-10-20 15:22:52.966182,2021-10-20 15:32:59.615914,91.31,0.1327341843396425,42.78491659834981,606.649732,14.151478,620.80121
7,7fd3d1bb-f331-4c56-8645-0c59023e66eb,2021-10-20 15:22:51.669321,FashionMNISTCNN,1,3000m,3Gi,128.0,15.0,0.01,0.0002,2021-10-20 15:23:05.434501,2021-10-20 15:33:00.079493,91.28,0.1422369720041751,21.36847062408924,594.644992,13.76518,608.410172
8,a01e5237-3ee8-4d36-ac63-f76ebc36c29b,2021-10-20 15:22:55.130026,FashionMNISTCNN,1,3000m,3Gi,64.0,10.0,0.01,0.0002,2021-10-20 15:23:12.383934,2021-10-20 15:30:15.247025,91.44,0.1585251426696777,40.08873847872019,422.863091,17.253908,440.116999
9,21cf9fcd-4f9f-46a0-93d2-2dac5a367a2c,2021-10-20 15:22:55.140380,FashionMNISTCNN,1,3000m,3Gi,128.0,10.0,0.01,0.0002,2021-10-20 15:23:20.115886,2021-10-20 15:30:03.314750,90.96,0.1768433985114097,20.743181101977825,403.198864,24.975506,428.17437
10,154078fe-c51a-4ab3-ab19-3318ce8d46cf,2021-10-20 15:23:05.136131,FashionMNISTCNN,1,3000m,3Gi,128.0,15.0,0.01,0.0002,2021-10-20 15:23:17.448158,2021-10-20 15:33:27.624487,90.62,0.1474668934196233,23.149545148015022,610.176329,12.312027,622.488356
11,24b37218-d0f0-4e2b-8d33-72a77e1e36d9,2021-10-20 15:23:15.141841,FashionMNISTCNN,1,3000m,3Gi,128.0,10.0,0.01,0.0002,2021-10-20 15:23:39.533504,2021-10-20 15:30:22.491536,90.37,0.1728537289798259,22.057214111089703,402.958032,24.391663,427.349695
